OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_CODE26,SA4_NAME26,STE_NAME26,source_record_id,dc_location_key,augmentation_status,match_distance_m,match_method,external_id,external_title,external_address,external_operator,external_dc_plug_types,external_usage_cost_text,external_access_type,external_bay_count,external_number_of_points,external_status,external_last_verified,external_provider,external_provider_license,external_source_url,augmented,augmentation_source,matched_sources,evie_match_status,evie_augmented,ampol_match_status,ampol_augmented,ocm_match_status,ocm_augmented,osm_match_status,osm_augmented
,,"Murray Rose Ave, Sydney, 2127",NRMA,2,DC,50 kW,-33.84603808,151.0698058,"Parramatta, Council of the City of",2127,Existing Fast Chargers,125,Sydney - Parramatta,New South Wales,ev_00915,"-33.846038,151.069806",matched,4.72,nearby_identity,191394,NRMA Olympic Park,"9 Murray Rose Ave, Sydney Olympic Park, 2127",NRMA,CCS (Type 2); CHAdeMO,Free,Public,,1,Operational,2022-02-09T13:05:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/191394,True,ocm,ocm; osm,unmatched,False,unmatched,False,matched,True,matched,True
,,"Napier St, Sydney, 2021",EVX,2,AC,22 kW,-33.88338043,151.220003,"Sydney, Council of the City of",2021,Existing Destination Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00916,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"NARELLAN RD CNR MAXWELL PL, Sydney, 2567",Ampol,4,DC,150 kW,-34.04010015,150.7435405,Camden Council,2567,Existing Fast Chargers,123,Sydney - Outer South West,New South Wales,ev_00917,"-34.040100,150.743540",matched,49.75,nearby_identity,0000022761,Ampol Foodary Narellan,Narellan Rd Cnr Maxwell Pl Narellan 2567,Ampol,CCS 2,,,4,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True,ampol,ampol,unmatched,False,matched,True,unmatched,False,review_identity,False
,,"Newbridge Road 216, Sydney, 2170",Ampol,2,DC,150 kW,-33.92932037,150.9551001,Liverpool City Council,2170,Existing Fast Chargers,127,Sydney - South West,New South Wales,ev_00918,"-33.929320,150.955100",matched,14.41,nearby_identity,0000022397,Ampol Foodary Moorebank,216 Newbridge Rd Moorebank 2170,Ampol,CCS 2,,,2,,,,Ampol official station locator,Official website; no open-data licence asserted,https://ampcharge.ampol.com.au/find-a-charging-station,True,ampol,ampol,unmatched,False,matched,True,unmatched,False,review_identity,False
,,"North Ter, Sydney, 2200",Chargefox,4,DC,200 kW,-33.91649454,151.0402563,Canterbury Bankstown Council,2200,Existing Fast Chargers,119,Sydney - Inner South West,New South Wales,ev_00919,"-33.916495,151.040256",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"Nowra Rd, Moss Vale, 2577",Porsche Smart Mobility,2,AC,11 kW,-34.59692397,150.4412503,Wingecarribee Shire Council,2577,Existing Destination Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_00920,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Oatley Railway Station, Oatley Pde, Oatley, New South Wales 2223, Australia",JOLT,1,DC,25 kW,-33.981453,151.079434,Georges River Council,2223,TfNSW Commuter Car Parks,119,Sydney - Inner South West,New South Wales,ev_00921,"-33.981453,151.079434",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"Oberon St, Oberon, 2787",ChargeHub,4,AC,22 kW,-33.70452257,149.8638138,Oberon Council,2787,Existing Destination Chargers,103,Central West,New South Wales,ev_00922,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Obley Road, Dubbo, 2830",Chargefox,12,AC,22 kW,-32.27382687,148.5880791,Dubbo Regional Council,2830,Existing Destination Chargers,105,Far West and Orana,New South Wales,ev_00923,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Orchard Ct, Bathurst, 2795",Exploren,2,DC,120 kW,-33.42979584,149.560006,Bathurst Regional Council,2795,Existing Fast Chargers,103,Central West,New South Wales,ev_00924,"-33.429796,149.560006",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"Ordnance St, Newcastle, 2300",Chargefox,2,AC,22 kW,-32.93191396,151.7804224,Newcastle City Council,2300,Existing Destination Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00925,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Pacific Hwy Cnr, 13-15 Costa Ave, Charmhaven NSW 2263",Ampol,4,DC,125 kW,-33.2179895,151.5103011,Maitland City Council,2263,ARENA - Driving the Nation,102,Central Coast,New South Wales,ev_00926,"-33.217990,151.510301",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,review_identity,False,unmatched,False,unmatched,False
,,"Pacific Hwy, Boambee, 2450",Chargefox,2,DC,270 kW,-30.31793098,153.0897227,Coffs Harbour City Council,2450,Existing Fast Chargers,104,Coffs Harbour - Grafton,New South Wales,ev_00927,"-30.317931,153.089723",matched,15.5,nearby_identity,172852,Coffs Harbour [Chargefox],"Pacific Highway, North Boambee Valley, 2450",Chargefox,CCS (Type 2); CHAdeMO,$0.60/kWh,Public,,2,Operational,2023-07-13T22:16:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/172852,True,ocm,ocm; osm,unmatched,False,unmatched,False,matched,True,matched,True
,,"Parramatta Rd 214, Sydney, 2134",Everty,2,DC,60 kW,-33.86979084,151.1106677,Burwood Council,2134,Existing Fast Chargers,120,Sydney - Inner West,New South Wales,ev_00928,"-33.869791,151.110668",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"Penrith Railway Station, Jane St, Penrith, New South Wales 2750, Australia",JOLT,1,DC,25 kW,-33.750304,150.694089,Penrith City Council,2750,TfNSW Commuter Car Parks,124,Sydney - Outer West and Blue Mountains,New South Wales,ev_00929,"-33.750304,150.694089",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"Pine Tree Ln, Central Coast, 2260",Tesla,4,AC,22 kW,-33.44812317,151.4453053,Central Coast Council,2260,Existing Destination Chargers,102,Central Coast,New South Wales,ev_00930,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Pittwater Road, Sydney, 2101",JOLT,2,DC,25 kW,-33.71376381,151.2971421,Northern Beaches Council,2101,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00931,"-33.713764,151.297142",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"Pole Ln, Sydney, 2065",Evie,4,DC,75 kW,-33.82462167,151.1997668,North Sydney Council,2065,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00932,"-33.824622,151.199767",matched,0.11,nearby_identity,5772,Hume Street Parking – Crows Nest,Pole Lane  Crows Nest 2065,Evie Networks,CCS Type 2,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True,evie,evie; osm,matched,True,unmatched,False,review_identity,False,matched,True
,,"Popran Rd, Glenworth Valley, 2250",Everty,4,AC,6 kW,-33.40322627,151.1925055,Central Coast Council,2250,Existing Destination Chargers,102,Central Coast,New South Wales,ev_00933,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Prince of Wales Dr, Sydney, 2073",Exploren,2,DC,60 kW,-33.76357562,151.1336246,Ku-ring-gai Council,2073,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00934,"-33.763576,151.133625",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"Princes Highway, Gerringong, 2534",Porsche Smart Mobility,2,AC,11 kW,-34.72438543,150.8423113,"Kiama, The Council of the Municipality of",2534,Existing Destination Chargers,107,Illawarra,New South Wales,ev_00935,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Princes Hwy, Ulladulla, 2539",Exploren,4,AC,22 kW,-35.36842147,150.4706086,Shoalhaven City Council,2539,Existing Destination Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_00936,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Prospect Hwy, Sydney, 2147",EVUp,1,AC,22 kW,-33.77580285,150.9335706,Blacktown City Council,2147,Existing Destination Chargers,116,Sydney - Blacktown,New South Wales,ev_00937,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Prospect St, Holbrook, 2644",NRMA,2,DC,50 kW,-35.7181522,147.316019,Greater Hume Shire Council,2644,Existing Fast Chargers,109,Murray,New South Wales,ev_00938,"-35.718152,147.316019",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,,"Queen Elizabeth Dr, Sydney, 2026",Chargefox,6,AC,6 kW,-33.89078083,151.2763093,Waverley Council,2026,Existing Destination Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00939,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Railway St, Sydney, 2067",Chargefox,2,AC,6 kW,-33.79441046,151.1801622,Willoughby City Council,2067,Existing Destination Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00940,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Rankine St, Crescent Head, 2440",EVX,2,AC,22 kW,-31.18968373,152.9784444,Kempsey Shire Council,2440,Existing Destination Chargers,108,Mid North Coast,New South Wales,ev_00941,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Ring Rd, Newcastle, 2308",Chargefox,4,AC,22 kW,-32.89188493,151.701979,Newcastle City Council,2308,Existing Destination Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00942,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Riverside Dr, Jugiong, 2726",NRMA,2,DC,50 kW,-34.82342947,148.3257027,Hilltops Council,2726,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00943,"-34.823429,148.325703",matched,30.2,nearby_identity,190358,Jugiong [NRMA],"319 Riverside Drive, Jugiong",NRMA,CCS (Type 2),$0.70/kWh,Public,,1,Operational,2026-07-15T01:53:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/190358,True,ocm,ocm,unmatched,False,unmatched,False,matched,True,review_identity,False
,,"Robey St, Sydney, 2035",Chargefox,2,AC,7 kW,-33.95030735,151.2384284,Randwick City Council,2035,Existing Destination Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00944,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Robinsons Ln, Tenterfield, 2372",Tesla,2,AC,6 kW,-29.00038643,152.023976,Tenterfield Shire Council,2372,Existing Destination Chargers,110,New England and North West,New South Wales,ev_00945,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Rogan Ln, Young, 2594",NRMA,2,DC,50 kW,-34.31177382,148.2950991,Hilltops Council,2594,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00946,"-34.311774,148.295099",matched,10.79,nearby_identity,191958,NRMA Young,"88 Lovell Street, Young",NRMA,CCS (Type 2),$0.64/kWh,Public,,2,Operational,2026-07-15T02:03:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/191958,True,ocm,ocm; osm,unmatched,False,unmatched,False,matched,True,matched,True
,,"Rosevillle Railway Station, Hill Street, Roseville, New South Wales 2069, Australia",JOLT,1,DC,25 kW,-33.782904,151.175213,Ku-ring-gai Council,2069,TfNSW Commuter Car Parks,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00947,"-33.782904,151.175213",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"Ross St, Goulburn, 2580",ChargePoint,1,AC,3 kW,-34.7302573,149.7424975,Goulburn Mulwaree Council,2580,Existing Destination Chargers,101,Capital Region,New South Wales,ev_00948,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Salisbury Rd, Sydney, 2154",Porsche Smart Mobility,2,AC,11 kW,-33.73028233,150.9734114,The Hills Shire Council,2154,Existing Destination Chargers,115,Sydney - Baulkham Hills and Hawkesbury,New South Wales,ev_00949,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Science Rd, Sydney, 2113",Chargefox,2,AC,22 kW,-33.77319124,151.116038,"Ryde, Council of the City of",2113,Existing Destination Chargers,126,Sydney - Ryde,New South Wales,ev_00950,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Shiers Ave, Sydney, 2020",Tesla,2,AC,6 kW,-33.93278583,151.1802933,Bayside Council,2020,Existing Destination Chargers,117,Sydney - City and Inner South,New South Wales,ev_00951,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Shire St, West Wyalong, 2671",NRMA,2,DC,50 kW,-33.92382187,147.2033794,Bland Shire Council,2671,Existing Fast Chargers,103,Central West,New South Wales,ev_00952,"-33.923822,147.203379",matched,34.06,nearby_identity,190669,West Wyalong [NRMA],"13-15 Shire St, West Wyalong NSW 2671, West Wyalong, 2671",NRMA,CCS (Type 2); CHAdeMO,$0.74/kWh,Public,,4,Operational,2026-07-15T02:13:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/190669,True,ocm,ocm; osm,unmatched,False,unmatched,False,matched,True,matched,True
,,"Shop 2140, Newcastle, 2289",Exploren,4,DC,60 kW,-32.94079384,151.7105495,Newcastle City Council,2289,Existing Fast Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00953,"-32.940794,151.710550",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"Short St, Mudgee, 2850",NRMA,4,DC,125 kW,-32.58960965,149.5857578,Mid-Western Regional Council,2850,Existing Fast Chargers,103,Central West,New South Wales,ev_00954,"-32.589610,149.585758",matched,75.52,nearby_identity,274144,NRMA Short Street Car Park,"47 Short Street, Mudgee, 2850",NRMA,CCS (Type 2); CHAdeMO,60c / 54c for NRMA Members,Public,,4,Operational,2024-06-14T12:05:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/274144,True,ocm,ocm; osm,unmatched,False,unmatched,False,matched,True,matched,True
,,"Skillman's Lane, Coonamble, NSW 2829, Australia",NRMA,4,DC,50 kW,-34.8411047,148.912197,Coonamble Shire Council,2582,TfNSW Regional,101,Capital Region,New South Wales,ev_00955,"-34.841105,148.912197",matched,22.81,nearby_identity,190005,Banjo Paterson Park [NRMA],"81 Meehan Street, Yass, 2582",NRMA,CCS (Type 2); CHAdeMO,FREE,Public - Membership Required,,1,Operational,2021-12-19T02:14:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/190005,True,ocm,ocm; osm,unmatched,False,unmatched,False,matched,True,matched,True
,,"Smith St, Newcastle West, NSW 2303",Chargefox,4,AC,22 kW,-32.9301582,151.7606336,Newcastle City Council,NSW 2303,Existing Destination Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00956,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Soldiers Pde, Sydney, 2174",Chargefox,10,AC,22 kW,-33.96909714,150.8615696,Liverpool City Council,2174,Existing Destination Chargers,127,Sydney - South West,New South Wales,ev_00957,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Soldiers Point Road, Soldiers Point, 2317",Porsche Smart Mobility,4,AC,11 kW,-32.71141446,152.0720931,Port Stephens Council,2317,Existing Destination Chargers,106,Hunter Valley exc Newcastle,New South Wales,ev_00958,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Sommerlad Ln, Glen Innes, 2370",NRMA,2,DC,50 kW,-29.73846351,151.7363083,Glen Innes Severn Council,2370,Existing Fast Chargers,110,New England and North West,New South Wales,ev_00959,"-29.738464,151.736308",matched,0.55,nearby_identity,266499,NRMA Glen Innes,"Sommerlad Lane, Glen Innes, 2370",NRMA,CCS (Type 2); CHAdeMO,FREE,Public - Membership Required,,1,Operational,2023-06-08T03:24:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/266499,True,ocm,ocm,unmatched,False,unmatched,False,matched,True,unmatched,False
,,"Stuart St, Wagga Wagga, 2650",Everty,2,DC,25 kW,-35.12347852,147.3992282,Wagga Wagga City Council,2650,Existing Fast Chargers,113,Riverina,New South Wales,ev_00960,"-35.123479,147.399228",matched,18.58,nearby_identity,306016,Middy's Wagga East,"Stuart Road, East Wagga Wagga, 2650",Everty,CCS (Type 2); CHAdeMO,$0.35/kWh,Public - Membership Required,,1,Operational,2024-12-08T01:54:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/306016,True,ocm,ocm,unmatched,False,unmatched,False,matched,True,unmatched,False
,,"Sunset Blvd, Soldiers Point, 2317",Chargefox,2,DC,24 kW,-32.70138843,152.0626466,Port Stephens Council,2317,Existing Fast Chargers,106,Hunter Valley exc Newcastle,New South Wales,ev_00961,"-32.701388,152.062647",matched,10.75,nearby_identity,273225,Soldiers Point Marina,"Sunset Blvd, Soldiers Point, 2317",Chargefox,CCS (Type 2); CHAdeMO,$0.45 per kWh,Public - Membership Required,,1,Operational,2023-07-29T10:08:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/273225,True,ocm,ocm,unmatched,False,unmatched,False,matched,True,unmatched,False
,,"Sussex St, Sydney, 2000",Everty,1,AC,22 kW,-33.87052257,151.2038458,"Sydney, Council of the City of",2000,Existing Destination Chargers,117,Sydney - City and Inner South,New South Wales,ev_00962,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Tathra Bermagui Rd, Tathra, 2550",Chargefox,2,AC,22 kW,-36.71254459,149.976018,Bega Valley Shire Council,2550,Existing Destination Chargers,101,Capital Region,New South Wales,ev_00963,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
